學年度,縣市代碼,縣市名稱,學校代碼,學校名稱,專任教師數男,專任教師數女,兼任教師數男,兼任教師數女,職員數男,職員數女,班級數,學生數男,學生數女,上學年畢業生數男,上學年畢業生數女
111,12,高雄市,120311,國立旗美高中,22,48,2,5,5,12,27,295,376,80,115
111,12,高雄市,120319,國立鳳新高中,54,87,14,26,9,17,57,961,972,293,322
111,12,高雄市,121302,光禾華德福實驗學校,3,4,0,0,2,6,2,5,6,0,0
111,12,高雄市,121306,財團法人新光高中,8,4,6,6,2,4,14,118,114,49,43
111,12,高雄市,121307,財團法人普門中學,19,27,12,9,4,9,14,235,136,56,47
111,12,高雄市,121318,私立正義高中,4,19,10,9,0,6,9,145,144,49,54
111,12,高雄市,121320,私立義大國際高中,12,21,15,12,3,7,6,103,83,44,32
111,12,高雄市,124302,市立文山高中,42,82,1,3,5,12,24,346,389,102,114
111,12,高雄市,124311,市立林園高中,55,107,0,0,5,14,18,249,283,78,88
111,12,高雄市,124313,市立仁武高中,59,59,0,0,7,8,21,315,252,59,66
111,12,高雄市,124322,市立路竹高中,50,94,0,0,4,15,21,307,243,88,80
111,12,高雄市,124333,市立六龜高中,18,25,0,0,2,5,6,47,46,8,6
111,12,高雄市,124340,市立福誠高中,50,102,5,6,9,12,21,381,319,94,113
111,13,屏東縣,130302,國立屏東女中,44,71,0,0,5,17,48,6,1522,1,500
111,13,屏東縣,130305,國立屏東高中,65,70,29,20,9,18,57,1672,59,521,13
111,13,屏東縣,130306,國立潮州高中,36,57,0,0,7,14,42,636,729,184,237
111,13,屏東縣,130322,國立屏北高中,32,41,0,0,4,12,30,301,476,67,132
111,13,屏東縣,131302,屏東縣崇華高中,8,7,0,0,1,1,3,8,12,0,0
111,13,屏東縣,131307,財團法人屏榮高中,49,54,9,13,6,8,50,863,989,275,287
111,13,屏東縣,131308,私立陸興高中,11,7,9,7,2,6,7,115,104,41,26
111,13,屏東縣,131311,私立美和高中,27,24,0,0,3,8,15,358,191,111,77
111,13,屏東縣,134304,縣立大同高中,37,80,0,0,2,10,21,208,413,46,144
111,13,屏東縣,134321,縣立枋寮高中,34,65,0,0,4,9,12,121,139,36,40
111,13,屏東縣,134324,縣立東港高中,75,91,0,0,6,7,21,338,280,106,89
111,13,屏東縣,134334,縣立來義高中,23,29,0,0,2,6,11,116,62,14,15
111,14,臺東縣,140301,國立臺東大學附屬體育高中,30,27,0,0,14,14,9,142,45,40,17
111,14,臺東縣,140302,國立臺東女中,30,38,0,0,5,11,27,10,836,0,266
111,14,臺東縣,140303,國立臺東高中,40,41,0,0,6,12,30,849,45,244,8
111,14,臺東縣,141301,臺東縣均一高中,11,14,0,0,5,11,6,54,77,25,21
111,14,臺東縣,141307,私立育仁高中,5,8,8,3,0,6,5,40,39,22,13
111,14,臺東縣,144322,縣立蘭嶼高中,7,24,0,0,3,6,3,21,14,8,5
111,15,花蓮縣,150302,國立花蓮女中,41,39,6,10,4,12,33,11,1024,3,327
111,15,花蓮縣,150303,國立花蓮高中,47,47,9,18,5,12,36,1050,21,321,4
111,15,花蓮縣,150309,國立玉里高中,32,50,2,2,8,9,33,260,188,54,51
111,15,花蓮縣,151306,私立海星高中,19,32,10,15,4,5,21,217,359,105,115
111,15,花蓮縣,151307,私立四維高中,25,29,8,7,9,10,23,497,389,181,154
111,15,花蓮縣,151312,財團法人慈濟大學附中,40,41,4,4,6,8,15,307,265,94,86
111,15,花蓮縣,154301,花蓮縣立體育高中,11,9,1,0,3,10,6,105,42,30,14
111,15,花蓮縣,154399,縣立南平中學,4,6,0,0,2,9,3,0,9,0,0
111,16,澎湖縣,160302,國立馬公高中,48,58,6,14,8,15,46,506,613,179,213
111,17,基隆市,170301,國立基隆女中,36,74,1,5,5,20,45,0,807,0,258
111,17,基隆市,170302,國立基隆高中,35,44,12,38,8,14,33,390,225,79,56
111,17,基隆市,171306,私立二信高中,72,93,5,8,15,24,51,993,744,340,256
111,17,基隆市,171308,輔大聖心高中,8,14,4,9,2,4,8,94,57,57,34
111,17,基隆市,173304,市立中山高中,28,50,4,5,6,10,12,145,122,38,36
111,17,基隆市,173306,市立安樂高中,29,57,0,1,1,13,14,210,185,63,48
111,17,基隆市,173307,市立暖暖高中,16,44,0,0,5,6,12,139,145,53,31
111,17,基隆市,173314,市立八斗高中,19,45,0,0,3,9,11,100,76,30,17
111,18,新竹市,180301,國立竹科實驗高級中等學校,40,74,0,0,6,32,22,427,251,121,88
111,18,新竹市,180302,國立新竹女中,42,97,0,0,0,24,54,23,1857,4,623
111,18,新竹市,180309,國立新竹高中,59,76,26,57,5,18,54,1843,55,587,27
111,18,新竹市,181305,私立光復高中,74,105,31,39,9,17,113,2351,2130,604,540
111,18,新竹市,181306,私立曙光女中,27,71,14,11,1,9,24,12,1048,3,361
111,18,新竹市,181307,私立磐石高中,49,53,12,11,10,12,42,1145,705,384,206
111,18,新竹市,181308,私立世界高中,7,12,1,14,3,3,20,143,140,55,62
111,18,新竹市,183306,市立成德高中,28,85,0,0,1,13,27,530,389,149,104
111,18,新竹市,183307,市立香山高中,36,97,10,14,4,12,28,464,445,140,146
111,18,新竹市,183313,市立建功高中,37,130,7,13,1,15,24,531,405,168,136
111,19,臺中市,191301,私立東大附中,24,50,3,11,4,4,18,397,427,131,127
111,19,臺中市,191302,私立葳格高中,22,33,8,2,5,33,16,236,193,108,135
111,19,臺中市,191305,私立新民高中,109,140,26,24,12,24,129,2730,2641,761,898
111,19,臺中市,191308,私立宜寧高中,22,36,21,18,5,17,35,761,462,192,185
111,19,臺中市,191309,私立明德高中,43,110,11,7,12,14,62,727,1614,239,567
111,19,臺中市,191311,私立衛道高中,69,88,1,5,12,22,24,798,284,253,106
111,19,臺中市,191313,私立曉明女中,40,69,2,7,3,16,18,0,847,0,285
111,19,臺中市,191314,私立嶺東高中,59,66,20,18,12,20,74,1528,1089,499,393
111,19,臺中市,191315,私立磊川華德福實驗教育學校,9,19,6,17,3,7,3,31,22,6,13
111,19,臺中市,193301,市立臺中女中,50,81,4,28,5,15,54,0,1906,0,640
111,19,臺中市,193302,市立臺中一中,95,74,0,0,10,20,75,2619,87,862,26
111,19,臺中市,193303,市立忠明高中,47,111,0,0,2,15,27,373,530,108,196
111,19,臺中市,193313,市立西苑高中,61,140,0,0,6,14,29,484,474,145,165
111,19,臺中市,193315,市立東山高中,80,154,0,0,8,13,30,480,526,169,173
111,19,臺中市,193316,市立惠文高中,62,103,0,0,6,15,33,745,447,210,185
111,19,臺中市,194303,市立臺中二中,74,93,0,0,6,22,69,1532,863,470,289
111,19,臺中市,194315,市立文華高中,59,88,4,29,4,23,60,721,1364,237,454
111,20,嘉義市,200302,國立嘉義女中,40,68,1,18,5,17,48,0,1568,0,527
111,20,嘉義市,200303,國立嘉義高中,70,86,24,44,6,23,66,1906,151,653,46
111,20,嘉義市,201304,私立興華高中,19,27,0,0,7,9,22,418,301,190,142
111,20,嘉義市,201309,私立仁義高中,0,0,0,0,0,0,0,0,0,7,0
111,20,嘉義市,201310,私立嘉華高中,18,22,16,10,4,8,11,243,189,78,60
111,20,嘉義市,201312,私立輔仁高中,33,32,0,0,6,13,19,426,314,149,99
111,20,嘉義市,201313,私立宏仁女中,7,11,0,0,2,5,5,32,111,5,53
111,20,嘉義市,201314,私立立仁高中,5,5,0,2,3,5,4,60,70,28,48
111,21,臺南市,210303,國立臺南二中,53,81,3,15,2,20,57,1148,805,390,264
111,21,臺南市,210305,國立臺南一中,87,61,0,0,4,21,60,1989,39,673,16
111,21,臺南市,210306,國立臺南女中,44,101,16,27,6,17,57,21,1921,5,635
111,21,臺南市,210309,國立家齊高中,39,90,9,19,7,16,51,443,1232,115,425
111,21,臺南市,211301,私立長榮高中,51,48,10,9,22,17,46,860,563,391,282
111,21,臺南市,211302,私立長榮女中,6,17,4,14,4,9,16,116,452,28,151
111,21,臺南市,211304,財團法人聖功女中,29,51,3,9,1,24,18,0,741,0,264
111,21,臺南市,211310,臺南市光華高中,15,51,3,9,1,13,34,409,913,100,236
111,21,臺南市,211314,私立六信高中,9,10,8,8,1,5,23,272,170,86,72
111,21,臺南市,211315,私立瀛海高中,40,43,0,0,2,6,24,665,413,198,148
111,21,臺南市,211317,臺南市崑山高中,3,13,14,10,0,1,11,42,67,25,38
111,21,臺南市,211318,私立德光高中,40,74,6,13,3,25,24,546,565,185,186
111,21,臺南市,211320,財團法人慈濟高中,33,53,0,3,5,13,18,298,274,97,78
111,21,臺南市,213303,市立南寧高中,27,43,0,0,4,6,12,187,142,48,55
111,21,臺南市,213316,市立土城高中,12,29,3,11,1,8,9,123,118,30,47
111,30,臺北市,313301,市立西松高中,41,70,0,0,8,13,33,584,469,210,129
111,30,臺北市,313302,市立中崙高中,39,99,2,3,5,21,30,567,502,181,171
111,30,臺北市,321399,臺北市私立協和祐德高級中學,16,7,12,5,2,5,11,172,27,92,36
111,30,臺北市,323301,市立松山高中,48,99,13,15,1,26,60,1101,1039,362,349
111,30,臺北市,323302,市立永春高中,45,74,4,6,4,19,45,811,760,223,265
111,30,臺北市,330301,國立師大附中,94,153,38,74,13,35,78,1859,893,591,281
111,30,臺北市,331301,私立延平中學,49,84,1,8,8,13,24,639,477,235,129
111,30,臺北市,331302,私立金甌女中,16,45,7,14,3,7,26,0,968,0,307
111,30,臺北市,331304,私立復興實驗高中,31,48,0,0,7,14,11,255,256,67,81
111,30,臺北市,333301,市立和平高中,40,109,0,0,9,17,39,768,549,238,232
111,30,臺北市,333304,市立芳和實中,19,74,0,2,1,16,6,40,43,0,0
111,30,臺北市,341302,私立大同高中,17,18,12,7,4,7,20,482,269,83,50
111,30,臺北市,343301,市立中山女中,54,110,8,12,6,21,64,0,2237,0,776
111,30,臺北市,343302,市立大同高中,50,128,7,18,12,19,48,1102,586,273,249
111,30,臺北市,343303,市立大直高中,50,99,2,3,6,20,30,545,515,167,166
111,30,臺北市,351301,私立強恕中學,6,12,6,10,5,2,22,184,314,62,83
111,30,臺北市,353301,市立建國中學,107,103,5,24,9,26,82,2860,0,949,0
111,30,臺北市,353302,市立成功中學,69,93,3,16,9,18,66,2349,0,746,0
111,30,臺北市,353303,市立北一女中,58,122,4,11,6,22,69,0,2424,0,792
111,30,臺北市,361301,臺北市靜修高中,12,66,4,4,4,8,23,47,858,11,205
111,30,臺北市,363301,市立明倫高中,47,73,6,10,9,13,45,855,743,284,248
111,30,臺北市,363302,市立成淵高中,49,116,0,0,11,20,36,695,524,234,193
111,30,臺北市,373301,市立華江高中,40,78,0,6,8,16,48,738,945,208,305
111,30,臺北市,373302,市立大理高中,47,62,0,0,5,18,27,497,428,130,109
111,30,臺北市,380301,國立政大附中,27,55,8,13,4,14,18,311,311,114,87
111,30,臺北市,381301,私立東山高中,68,94,9,6,6,25,32,976,518,344,201
111,30,臺北市,381302,私立滬江高中,10,21,21,7,4,8,22,235,128,86,54
111,30,臺北市,381303,私立大誠高中,12,7,16,7,1,6,19,178,129,51,8
111,30,臺北市,381304,私立再興中學,43,48,0,0,9,14,18,456,338,151,111
111,30,臺北市,381305,私立景文高中,35,42,11,15,5,16,29,445,417,156,115
111,30,臺北市,381306,臺北市靜心高中,24,40,3,2,4,13,9,122,109,28,29
111,30,臺北市,383301,市立景美女中,36,103,0,2,7,20,54,0,1893,0,680
111,30,臺北市,383302,市立萬芳高中,48,94,4,12,7,22,33,599,556,149,188
111,30,臺北市,383303,市立數位實驗高中,3,4,0,0,1,3,3,14,27,0,0
111,30,臺北市,393301,市立南港高中,46,103,0,0,14,15,30,498,515,140,152
111,30,臺北市,393302,市立育成高中,48,90,0,0,8,19,57,918,873,224,282
111,30,臺北市,401301,私立文德女中,1,4,12,3,1,3,3,0,69,0,14
111,30,臺北市,401302,私立方濟中學,11,5,6,1,2,6,5,114,40,67,28
111,30,臺北市,401303,私立達人女中,13,42,5,7,2,10,9,0,379,0,89
111,30,臺北市,403301,市立內湖高中,54,91,1,10,6,19,58,1022,1009,305,343
111,30,臺北市,403302,市立麗山高中,33,57,0,7,7,13,33,564,366,172,106
111,30,臺北市,403303,市立南湖高中,41,74,1,2,6,20,45,811,704,266,257
111,30,臺北市,411301,私立泰北高中,16,31,11,16,3,11,19,275,417,101,105
111,30,臺北市,411302,私立衛理女中,15,54,8,9,4,24,12,0,468,0,154
111,30,臺北市,411303,私立華興中學,31,29,0,0,7,7,6,156,109,56,27
111,30,臺北市,413301,市立陽明高中,43,108,0,0,5,23,40,670,710,219,220
111,30,臺北市,413302,市立百齡高中,47,110,0,12,9,15,27,530,400,166,128
111,30,臺北市,421301,私立薇閣高中,62,83,0,0,5,8,24,620,547,196,163
111,30,臺北市,421302,臺北市幼華高中,18,30,13,13,1,6,16,225,164,73,42
111,30,臺北市,421303,臺北市私立奎山實驗高級中學,13,12,0,0,0,4,3,53,75,19,21
111,30,臺北市,423301,市立復興高中,68,97,0,0,8,19,66,905,1044,193,316
111,30,臺北市,423302,市立中正高中,62,105,0,0,8,20,66,1135,1060,381,328
111,50,高雄市,521301,天主教明誠高中,29,29,0,0,1,12,13,198,219,74,86
111,50,高雄市,521303,私立大榮高中,33,17,4,1,5,9,21,498,38,185,12
111,50,高雄市,523301,市立鼓山高中,33,79,4,4,6,13,27,311,367,80,91
111,50,高雄市,533301,市立左營高中,44,79,7,18,1,17,54,700,840,215,252
111,50,高雄市,533302,市立新莊高中,29,82,3,8,3,12,45,852,640,256,237
111,50,高雄市,540301,國立中山大學附屬國光高中,33,52,4,4,7,8,18,308,318,109,103
111,50,高雄市,543301,市立中山高中,38,63,1,2,2,12,42,685,718,195,237
111,50,高雄市,543302,市立楠梓高中,30,50,5,5,4,10,30,392,424,71,122
111,50,高雄市,551301,私立立志高中,54,35,17,13,12,10,79,1163,463,500,177
111,50,高雄市,551303,南海月光實驗學校,6,28,0,0,0,1,3,0,18,7,3
111,50,高雄市,553301,市立高雄中學,91,80,16,51,6,18,72,2463,106,787,39
111,50,高雄市,553302,市立三民高中,34,54,0,2,5,10,36,608,592,188,184
111,50,高雄市,563301,市立新興高中,32,72,0,1,2,14,21,312,362,110,101
111,50,高雄市,573301,市立高雄女中,52,95,1,6,6,15,63,0,2252,0,747
111,50,高雄市,580301,國立高師大附中,23,63,0,0,2,16,24,662,202,224,64
111,50,高雄市,581301,私立復華高中,27,36,8,7,2,10,31,392,479,160,186
111,50,高雄市,581302,天主教道明中學,70,93,2,7,4,16,44,936,977,278,318
111,50,高雄市,583301,市立中正高中,35,100,4,7,4,17,33,552,540,168,173
111,50,高雄市,593301,市立前鎮高中,45,62,10,16,6,12,45,708,786,203,226
111,50,高雄市,593302,市立瑞祥高中,58,121,5,7,6,18,27,481,383,142,132
111,50,高雄市,613301,市立小港高中,40,69,1,2,5,10,45,657,717,176,240
111,71,金門縣,710301,國立金門高中,37,37,6,3,8,10,30,439,500,124,153
111,72,連江縣,720301,國立馬祖高中,18,16,0,0,8,6,12,147,118,38,22
111,1,新北市,11405,私立樹人家商,23,70,28,22,2,14,62,1049,1472,308,435
111,1,新北市,11407,私立復興商工,39,51,29,14,7,14,75,958,2079,290,612
111,1,新北市,11408,私立南強工商,28,19,26,12,7,12,36,547,296,138,127
111,1,新北市,11413,私立穀保家商,21,51,23,15,2,12,40,721,847,209,282
111,1,新北市,11419,私立開明工商,0,0,0,0,0,0,0,0,0,95,48
111,1,新北市,11420,私立智光商工,23,37,5,7,4,13,38,691,409,252,126
111,1,新北市,11421,私立清傳高商,3,9,2,2,3,4,6,77,134,28,50
111,1,新北市,11426,私立能仁家商,20,34,26,34,5,13,55,527,815,186,270
111,1,新北市,11427,私立豫章工商,9,25,5,1,4,9,17,423,194,172,83
111,1,新北市,11431,私立莊敬工家,96,113,40,35,38,32,117,2683,2847,389,643
111,1,新北市,11432,私立中華商海,6,2,11,1,1,2,11,82,19,13,5
111,1,新北市,13402,市立瑞芳高工,65,61,2,1,18,15,52,703,235,173,70
111,1,新北市,13430,市立三重商工,81,99,9,8,14,19,77,1494,729,367,213
111,1,新北市,13433,市立新北高工,103,102,0,0,12,20,91,2138,430,574,136
111,1,新北市,13434,市立淡水商工,77,107,0,0,14,16,77,1400,883,263,291
111,1,新北市,14439,市立鶯歌工商,63,100,1,1,11,16,63,862,998,206,266
111,1,新北市,14468,市立樟樹國際實中,37,75,6,5,3,10,18,165,282,39,70
111,2,宜蘭縣,20403,國立宜蘭高商,43,78,0,0,11,12,48,745,748,209,196
111,2,宜蘭縣,20404,國立羅東高商,49,66,0,0,5,13,48,588,745,139,232
111,2,宜蘭縣,20405,國立蘇澳海事,49,39,0,0,16,15,34,287,128,103,57
111,2,宜蘭縣,20407,國立羅東高工,86,41,0,0,14,18,45,1257,115,358,37
111,2,宜蘭縣,20409,國立頭城家商,37,70,0,0,10,14,44,399,437,121,142
111,3,桃園市,30403,國立北科大附屬桃園農工,113,100,9,6,24,22,85,2010,435,576,106
111,3,桃園市,31414,私立成功工商,26,21,16,6,8,13,37,575,379,229,144
111,3,桃園市,31415,私立方曙商工,12,25,4,1,2,2,16,100,127,32,15
111,3,桃園市,31421,私立永平工商,46,81,46,35,16,21,127,2250,1642,603,474
111,3,桃園市,33407,市立中壢高商,43,114,0,1,8,15,60,730,1124,215,343
111,3,桃園市,33408,市立中壢家商,19,58,0,4,5,17,29,186,753,54,232
111,4,新竹縣,41401,私立內思高工,32,27,9,6,4,9,27,883,191,222,39
111,5,苗栗縣,50401,國立大湖農工,50,33,0,0,10,16,28,416,182,131,56
111,5,苗栗縣,50404,國立苗栗農工,78,70,3,1,17,22,57,1311,492,329,157
111,5,苗栗縣,50407,國立苗栗高商,26,59,0,0,11,8,33,354,631,90,184
111,5,苗栗縣,51408,私立中興商工,13,22,6,2,5,5,25,436,289,82,69
111,5,苗栗縣,51411,私立育民工家,7,8,4,2,2,6,9,68,21,57,21
111,5,苗栗縣,51412,私立賢德工商,7,2,1,3,0,2,9,55,26,4,1
111,5,苗栗縣,51413,私立龍德家商,4,4,0,0,5,1,2,18,16,47,53
111,6,臺中市,63401,市立豐原高商,48,102,0,0,7,18,60,564,1012,179,323
111,6,臺中市,63402,市立大甲高工,79,43,0,0,11,20,46,1138,216,341,71
111,6,臺中市,63404,市立東勢高工,103,72,0,0,19,18,63,1203,328,372,91
111,6,臺中市,63407,市立沙鹿高工,96,63,3,0,20,19,66,1322,467,402,151
111,6,臺中市,63408,市立霧峰農工,64,50,0,0,14,15,48,1079,244,320,77
111,6,臺中市,64406,市立神岡高工,32,62,0,0,7,7,9,278,9,0,0
111,7,彰化縣,70401,國立彰師附工,116,64,5,7,18,19,69,1819,218,542,80
111,7,彰化縣,70402,國立永靖高工,67,42,0,0,15,16,37,919,229,257,69
111,7,彰化縣,70403,國立二林工商,70,66,5,0,15,12,49,805,421,236,149
111,7,彰化縣,70405,國立秀水高工,80,48,12,6,12,13,55,1256,274,460,77
111,7,彰化縣,70406,國立彰化高商,45,114,0,0,10,15,63,653,1353,185,475
111,7,彰化縣,70408,國立員林農工,56,68,0,0,12,21,51,881,610,272,204
111,7,彰化縣,70409,國立員林崇實高工,53,46,0,0,15,18,40,934,233,280,61
111,7,彰化縣,70410,國立員林家商,28,80,0,8,7,17,47,241,1044,54,316
111,7,彰化縣,70415,國立北斗家商,39,81,0,0,9,10,48,351,1061,95,321
111,7,彰化縣,71413,私立大慶商工,9,16,22,3,7,12,26,449,208,184,112
111,7,彰化縣,71414,私立達德商工,37,59,27,5,7,19,61,1201,967,517,457
111,8,南投縣,80401,國立仁愛高農,21,30,0,0,10,7,19,112,74,36,11
111,8,南投縣,80403,國立埔里高工,70,33,0,0,7,19,39,475,142,134,42
111,8,南投縣,80404,國立南投高商,30,61,3,1,5,18,35,287,344,70,134
111,8,南投縣,80406,國立草屯商工,56,76,3,9,16,17,51,649,631,192,219
111,8,南投縣,80410,國立水里商工,34,53,0,0,13,11,36,435,255,134,102
111,8,南投縣,81409,南投縣同德高中,22,18,23,15,5,12,25,304,332,198,177
111,9,雲林縣,90401,國立虎尾農工,60,57,0,0,18,12,43,903,302,263,95
111,9,雲林縣,90402,國立西螺農工,62,65,0,0,12,17,47,1155,379,360,99
111,9,雲林縣,90403,國立斗六家商,32,51,2,12,5,17,31,275,720,84,199
111,9,雲林縣,90404,國立北港農工,52,26,0,0,9,15,30,685,139,212,35
111,9,雲林縣,90413,國立土庫商工,44,43,0,0,9,13,31,385,566,101,183
111,9,雲林縣,91410,私立大成商工,19,14,0,0,1,1,27,450,231,164,63
111,9,雲林縣,91414,私立大德工商,19,8,6,2,4,5,22,294,161,117,58
111,10,嘉義縣,100402,國立民雄農工,70,39,1,3,9,17,38,829,134,263,43
111,10,嘉義縣,101405,私立協志工商,0,0,0,0,0,0,0,0,0,246,211
111,10,嘉義縣,101406,私立萬能工商,25,24,17,3,15,7,32,730,464,268,167
111,11,臺南市,110401,國立新化高工,55,53,3,1,13,14,39,919,221,257,59
111,11,臺南市,110403,國立白河商工,38,34,4,7,6,14,30,272,59,82,26
111,11,臺南市,110404,國立北門農工,77,72,0,0,16,18,54,1054,376,308,114
111,11,臺南市,110405,國立曾文家商,24,52,1,8,5,12,30,263,631,68,220
111,11,臺南市,110406,國立新營高工,80,39,3,2,17,14,46,823,202,250,80
111,11,臺南市,110407,國立玉井工商,34,32,0,0,9,12,26,265,199,81,64
111,11,臺南市,110409,國立臺南高工,136,87,9,7,25,23,84,2161,316,628,121
111,11,臺南市,110410,國立曾文農工,64,74,7,1,17,17,51,765,329,205,82
111,11,臺南市,111419,私立陽明工商,12,8,15,7,3,5,19,230,76,87,33
111,11,臺南市,111427,私立育德工家,17,13,6,4,5,4,22,309,198,106,75
111,12,高雄市,120401,國立旗山農工,49,46,0,0,17,15,36,423,158,148,58
111,12,高雄市,120402,國立岡山農工,90,71,4,5,13,28,64,1274,356,331,105
111,12,高雄市,120409,國立鳳山商工,84,103,0,0,15,20,76,1104,971,250,323
111,12,高雄市,121405,私立中山工商,136,180,46,16,12,43,180,4716,3008,1477,994
111,12,高雄市,121410,私立旗美商工,2,1,0,0,1,3,4,59,47,25,16
111,12,高雄市,121413,私立高英工商,40,21,0,0,4,14,43,686,404,315,168
111,12,高雄市,121415,私立華德工家,10,12,0,0,1,2,31,249,172,79,52
111,12,高雄市,121417,私立高苑工商,24,29,18,12,6,13,49,803,407,318,110
111,13,屏東縣,130401,國立內埔農工,52,43,0,0,12,16,36,397,159,110,36
111,13,屏東縣,130403,國立屏東高工,98,75,0,0,19,17,66,1489,249,403,87
111,13,屏東縣,130404,國立佳冬高農,44,60,0,0,13,13,43,472,307,124,73
111,13,屏東縣,130410,國立東港海事,42,51,7,4,13,16,37,493,285,176,88
111,13,屏東縣,130417,國立恆春工商,35,53,0,0,7,15,32,327,265,74,65
111,13,屏東縣,131409,私立民生家商,7,11,2,14,4,10,16,199,184,63,77
111,13,屏東縣,131418,私立日新工商,3,1,1,6,0,4,4,40,34,18,23
111,14,臺東縣,140404,國立關山工商,26,30,0,0,9,12,20,120,65,34,28
111,14,臺東縣,140405,國立臺東高商,31,64,0,0,3,17,36,429,554,127,182
111,14,臺東縣,140408,國立成功商水,21,14,0,0,4,12,12,95,35,22,8
111,14,臺東縣,141406,私立公東高工,20,19,4,11,9,12,26,367,220,61,56
111,15,花蓮縣,150401,國立花蓮高農,51,47,0,0,13,15,35,384,318,85,80
111,15,花蓮縣,150404,國立花蓮高工,83,52,0,0,21,17,45,880,144,221,31
111,15,花蓮縣,150405,國立花蓮高商,29,56,0,0,3,18,34,300,564,77,177
111,15,花蓮縣,150411,國立光復商工,25,21,0,0,9,8,16,109,89,46,35
111,15,花蓮縣,151410,花蓮縣上騰工商,13,11,10,5,3,5,25,182,153,42,34
111,16,澎湖縣,160401,國立澎湖海事水產,54,52,1,0,16,22,43,460,267,130,89
111,17,基隆市,170403,國立海洋大學附屬基隆海事,61,63,0,0,16,18,49,683,341,122,70
111,17,基隆市,170404,國立基隆商工,63,85,6,2,13,19,62,746,581,201,166
111,17,基隆市,171405,私立光隆家商,5,7,8,11,1,5,14,80,158,50,82
111,17,基隆市,171407,私立培德工家,6,7,5,9,0,5,8,71,33,30,12
111,18,新竹市,180403,國立新竹高商,27,82,0,0,4,15,45,554,944,158,347
111,18,新竹市,180404,國立新竹高工,58,80,0,0,10,19,51,1164,350,336,131
111,19,臺中市,190406,國立興大附農,50,134,9,5,14,19,78,1096,1037,348,333
111,19,臺中市,191412,財團法人光華高工,6,8,7,4,4,8,19,199,28,75,10
111,19,臺中市,193404,市立臺中家商,49,124,0,0,6,21,78,567,1512,142,479
111,19,臺中市,193407,市立臺中高工,160,99,3,1,26,29,116,2735,540,833,149
111,20,嘉義市,200401,國立華南高商,37,73,0,0,5,15,42,510,815,169,246
111,20,嘉義市,200405,國立嘉義高工,150,79,0,0,23,24,91,1957,549,597,188
111,20,嘉義市,200406,國立嘉義高商,45,68,4,3,4,17,43,398,1016,130,323
111,20,嘉義市,200407,國立嘉義家職,20,79,0,0,7,14,39,242,809,59,258
111,20,嘉義市,201408,私立東吳工家,38,56,26,11,7,6,70,978,1217,317,453
111,21,臺南市,210408,國立臺南高商,54,102,0,0,3,18,64,654,1199,149,430
111,21,臺南市,210416,國立臺南海事,51,39,10,7,9,12,33,639,247,162,79
111,21,臺南市,211407,私立南英商工,20,34,26,9,8,19,34,607,285,188,73
111,21,臺南市,211412,私立亞洲餐旅,11,15,6,9,3,1,24,395,259,108,75
111,21,臺南市,211419,私立慈幼工商,20,17,9,8,10,9,30,663,139,200,53
111,30,臺北市,311401,臺北市育達高中,23,58,18,35,1,11,42,685,826,241,451
111,30,臺北市,323401,市立松山家商,42,119,4,4,6,24,58,625,1220,180,357
111,30,臺北市,323402,市立松山工農,101,87,9,6,17,26,63,1797,373,487,110
111,30,臺北市,331402,私立東方工商,4,4,1,4,0,4,4,8,44,13,19
111,30,臺北市,331403,私立喬治工商,7,12,4,8,3,8,23,57,177,18,59
111,30,臺北市,331404,私立開平餐飲,11,20,0,0,1,6,22,450,314,148,110
111,30,臺北市,333401,市立大安高工,154,121,10,9,21,34,96,2458,465,773,130
111,30,臺北市,341402,私立稻江護家,11,47,9,19,5,17,40,74,927,0,273
111,30,臺北市,351402,臺北市開南高中,21,18,0,0,5,11,29,545,195,163,55
111,30,臺北市,361401,私立稻江高商,16,27,0,0,2,16,29,579,403,187,163
111,30,臺北市,383401,市立木柵高工,89,82,0,0,16,26,52,1338,238,314,63
111,30,臺北市,393401,市立南港高工,106,94,0,0,31,21,66,1894,183,498,85
111,30,臺北市,403401,市立內湖高工,98,74,0,0,13,25,58,1611,251,366,84
111,30,臺北市,411401,私立華岡藝校,9,23,38,46,2,2,17,142,550,43,169
111,30,臺北市,413401,市立士林高商,59,136,8,11,15,20,75,808,1398,209,408
111,30,臺北市,421404,私立惇敍工商,18,12,6,0,3,3,19,453,40,111,5
111,50,高雄市,521401,私立中華藝校,19,24,51,49,7,18,25,211,580,63,164
111,50,高雄市,533401,市立海青工商,79,97,3,4,17,20,60,934,864,257,256
111,50,高雄市,533402,市立三民家商,42,101,0,0,2,20,54,487,1181,95,344
111,50,高雄市,551402,私立樹德家商,44,104,26,60,9,28,130,1335,2691,414,875
111,50,高雄市,553401,市立高雄高工,140,94,13,10,21,22,81,2181,369,624,113
111,50,高雄市,563401,市立高雄高商,44,109,4,7,5,18,60,562,1189,159,399
111,50,高雄市,581401,私立國際商工,0,0,0,0,0,0,0,0,0,7,33
111,50,高雄市,581402,私立三信家商,25,39,19,29,3,7,68,781,1061,260,411
111,50,高雄市,593401,市立中正高工,110,79,5,6,12,27,70,1714,256,470,89
111,50,高雄市,610405,國立高餐大附屬餐旅中學,11,32,4,8,3,5,9,95,135,23,49
111,71,金門縣,710401,國立金門農工,41,38,0,0,18,13,39,529,322,99,113
